ProductKey;Product Item Code;Product Sub Category;Product Category;EnglishProductName;ModelName;EnglishDescription;StartDate;EndDate;Product Status
230;LJ-0192-M;Jerseys;Clothing;Long-Sleeve Logo Jersey, M;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
231;LJ-0192-M;Jerseys;Clothing;Long-Sleeve Logo Jersey, M;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2020-07-01 00:00:00.000;NULL;Current
232;LJ-0192-L;Jerseys;Clothing;Long-Sleeve Logo Jersey, L;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
233;LJ-0192-L;Jerseys;Clothing;Long-Sleeve Logo Jersey, L;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
234;LJ-0192-L;Jerseys;Clothing;Long-Sleeve Logo Jersey, L;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2020-07-01 00:00:00.000;NULL;Current
235;LJ-0192-X;Jerseys;Clothing;Long-Sleeve Logo Jersey, XL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
236;LJ-0192-X;Jerseys;Clothing;Long-Sleeve Logo Jersey, XL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
237;LJ-0192-X;Jerseys;Clothing;Long-Sleeve Logo Jersey, XL;Long-Sleeve Logo Jersey;Unisex long-sleeve AWC logo microfiber cycling jersey;2020-07-01 00:00:00.000;NULL;Current
238;FR-R92R-62;Road Frames;Components;HL Road Frame - Red, 62;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
239;FR-R92R-62;Road Frames;Components;HL Road Frame - Red, 62;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
240;FR-R92R-62;Road Frames;Components;HL Road Frame - Red, 62;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
241;FR-R92R-44;Road Frames;Components;HL Road Frame - Red, 44;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
242;FR-R92R-44;Road Frames;Components;HL Road Frame - Red, 44;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
243;FR-R92R-44;Road Frames;Components;HL Road Frame - Red, 44;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
244;FR-R92R-48;Road Frames;Components;HL Road Frame - Red, 48;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
245;FR-R92R-48;Road Frames;Components;HL Road Frame - Red, 48;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
246;FR-R92R-48;Road Frames;Components;HL Road Frame - Red, 48;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
247;FR-R92R-52;Road Frames;Components;HL Road Frame - Red, 52;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
248;FR-R92R-52;Road Frames;Components;HL Road Frame - Red, 52;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
249;FR-R92R-52;Road Frames;Components;HL Road Frame - Red, 52;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
250;FR-R92R-56;Road Frames;Components;HL Road Frame - Red, 56;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
251;FR-R92R-56;Road Frames;Components;HL Road Frame - Red, 56;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
252;FR-R92R-56;Road Frames;Components;HL Road Frame - Red, 56;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";2020-07-01 00:00:00.000;NULL;Current
253;FR-R38B-58;Road Frames;Components;LL Road Frame - Black, 58;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
254;FR-R38B-58;Road Frames;Components;LL Road Frame - Black, 58;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
255;FR-R38B-58;Road Frames;Components;LL Road Frame - Black, 58;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
256;FR-R38B-60;Road Frames;Components;LL Road Frame - Black, 60;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
257;FR-R38B-60;Road Frames;Components;LL Road Frame - Black, 60;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
258;FR-R38B-60;Road Frames;Components;LL Road Frame - Black, 60;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
259;FR-R38B-62;Road Frames;Components;LL Road Frame - Black, 62;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
260;FR-R38B-62;Road Frames;Components;LL Road Frame - Black, 62;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
261;FR-R38B-62;Road Frames;Components;LL Road Frame - Black, 62;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
262;FR-R38R-44;Road Frames;Components;LL Road Frame - Red, 44;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
263;FR-R38R-44;Road Frames;Components;LL Road Frame - Red, 44;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
264;FR-R38R-48;Road Frames;Components;LL Road Frame - Red, 48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
265;FR-R38R-48;Road Frames;Components;LL Road Frame - Red, 48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
266;FR-R38R-52;Road Frames;Components;LL Road Frame - Red, 52;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
267;FR-R38R-52;Road Frames;Components;LL Road Frame - Red, 52;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
268;FR-R38R-58;Road Frames;Components;LL Road Frame - Red, 58;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
269;FR-R38R-58;Road Frames;Components;LL Road Frame - Red, 58;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
270;FR-R38R-60;Road Frames;Components;LL Road Frame - Red, 60;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
271;FR-R38R-60;Road Frames;Components;LL Road Frame - Red, 60;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
272;FR-R38R-62;Road Frames;Components;LL Road Frame - Red, 62;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
273;FR-R38R-62;Road Frames;Components;LL Road Frame - Red, 62;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
274;FR-R72R-44;Road Frames;Components;ML Road Frame - Red, 44;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
275;FR-R72R-48;Road Frames;Components;ML Road Frame - Red, 48;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
276;FR-R72R-52;Road Frames;Components;ML Road Frame - Red, 52;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
277;FR-R72R-58;Road Frames;Components;ML Road Frame - Red, 58;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
278;FR-R72R-60;Road Frames;Components;ML Road Frame - Red, 60;ML Road Frame;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
279;FR-R38B-44;Road Frames;Components;LL Road Frame - Black, 44;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
280;FR-R38B-44;Road Frames;Components;LL Road Frame - Black, 44;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
281;FR-R38B-44;Road Frames;Components;LL Road Frame - Black, 44;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
282;FR-R38B-48;Road Frames;Components;LL Road Frame - Black, 48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
283;FR-R38B-48;Road Frames;Components;LL Road Frame - Black, 48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
284;FR-R38B-48;Road Frames;Components;LL Road Frame - Black, 48;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
285;FR-R38B-52;Road Frames;Components;LL Road Frame - Black, 52;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
286;FR-R38B-52;Road Frames;Components;LL Road Frame - Black, 52;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
287;FR-R38B-52;Road Frames;Components;LL Road Frame - Black, 52;LL Road Frame;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;2020-07-01 00:00:00.000;NULL;Current
288;FR-M94S-42;Mountain Frames;Components;HL Mountain Frame - Silver, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
289;FR-M94S-42;Mountain Frames;Components;HL Mountain Frame - Silver, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
290;FR-M94S-42;Mountain Frames;Components;HL Mountain Frame - Silver, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
291;FR-M94S-44;Mountain Frames;Components;HL Mountain Frame - Silver, 44;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
292;FR-M94S-52;Mountain Frames;Components;HL Mountain Frame - Silver, 48;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
293;FR-M94S-46;Mountain Frames;Components;HL Mountain Frame - Silver, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
294;FR-M94S-46;Mountain Frames;Components;HL Mountain Frame - Silver, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
295;FR-M94S-46;Mountain Frames;Components;HL Mountain Frame - Silver, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
296;FR-M94B-42;Mountain Frames;Components;HL Mountain Frame - Black, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
297;FR-M94B-42;Mountain Frames;Components;HL Mountain Frame - Black, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
298;FR-M94B-42;Mountain Frames;Components;HL Mountain Frame - Black, 42;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
299;FR-M94B-44;Mountain Frames;Components;HL Mountain Frame - Black, 44;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
300;FR-M94B-48;Mountain Frames;Components;HL Mountain Frame - Black, 48;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
301;FR-M94B-46;Mountain Frames;Components;HL Mountain Frame - Black, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
302;FR-M94B-46;Mountain Frames;Components;HL Mountain Frame - Black, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
303;FR-M94B-46;Mountain Frames;Components;HL Mountain Frame - Black, 46;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
304;FR-M94B-38;Mountain Frames;Components;HL Mountain Frame - Black, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
305;FR-M94B-38;Mountain Frames;Components;HL Mountain Frame - Black, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
306;FR-M94B-38;Mountain Frames;Components;HL Mountain Frame - Black, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
307;FR-M94S-38;Mountain Frames;Components;HL Mountain Frame - Silver, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
308;FR-M94S-38;Mountain Frames;Components;HL Mountain Frame - Silver, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
309;FR-M94S-38;Mountain Frames;Components;HL Mountain Frame - Silver, 38;HL Mountain Frame;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;2020-07-01 00:00:00.000;NULL;Current
310;BK-R93R-62;Road Bikes;Bikes;Road-150 Red, 62;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
311;BK-R93R-44;Road Bikes;Bikes;Road-150 Red, 44;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
312;BK-R93R-48;Road Bikes;Bikes;Road-150 Red, 48;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
313;BK-R93R-52;Road Bikes;Bikes;Road-150 Red, 52;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
314;BK-R93R-56;Road Bikes;Bikes;Road-150 Red, 56;Road-150;This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
315;BK-R68R-58;Road Bikes;Bikes;Road-450 Red, 58;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
316;BK-R68R-60;Road Bikes;Bikes;Road-450 Red, 60;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
317;BK-R68R-44;Road Bikes;Bikes;Road-450 Red, 44;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
318;BK-R68R-48;Road Bikes;Bikes;Road-450 Red, 48;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
319;BK-R68R-52;Road Bikes;Bikes;Road-450 Red, 52;Road-450;A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
320;BK-R50R-58;Road Bikes;Bikes;Road-650 Red, 58;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
321;BK-R50R-58;Road Bikes;Bikes;Road-650 Red, 58;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
322;BK-R50R-60;Road Bikes;Bikes;Road-650 Red, 60;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
323;BK-R50R-60;Road Bikes;Bikes;Road-650 Red, 60;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
324;BK-R50R-62;Road Bikes;Bikes;Road-650 Red, 62;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
325;BK-R50R-62;Road Bikes;Bikes;Road-650 Red, 62;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
326;BK-R50R-44;Road Bikes;Bikes;Road-650 Red, 44;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
327;BK-R50R-44;Road Bikes;Bikes;Road-650 Red, 44;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
328;BK-R50R-48;Road Bikes;Bikes;Road-650 Red, 48;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
329;BK-R50R-48;Road Bikes;Bikes;Road-650 Red, 48;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
330;BK-R50R-52;Road Bikes;Bikes;Road-650 Red, 52;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
331;BK-R50R-52;Road Bikes;Bikes;Road-650 Red, 52;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
332;BK-R50B-58;Road Bikes;Bikes;Road-650 Black, 58;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
333;BK-R50B-58;Road Bikes;Bikes;Road-650 Black, 58;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
334;BK-R50B-60;Road Bikes;Bikes;Road-650 Black, 60;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2018-07-01 00:00:00.000;2014-12-28 00:00:00.000;Outdate
335;BK-R50B-60;Road Bikes;Bikes;Road-650 Black, 60;Road-650;Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.;2019-07-01 00:00:00.000;2015-12-27 00:00:00.000;Outdate
